Vardas               Pavarde               Vidurkis (med.)     Vidurkis (vid.)
Adalberta            Zabaliuna             6.60                6.80
Adalberta            Ecka                  7.80                7.52
Adalberta            Auditera              8.00                8.40
Adalberta            Fenclavas             6.60                6.44
Adalberta            Ecka                  6.60                6.60
Adalberta            Auditera              6.40                6.32
Adalberta            Carkus                6.60                7.08
Adalberta            Ecka                  5.40                5.40
Adalberta            Ecka                  8.20                8.20
Adalberta            Ezynas                7.60                7.32
Adalberta            Abaranas              6.60                6.52
Adalberta            Donelaitis            7.80                7.40
Adalberta            Auditera              5.40                5.64
Adalberta            Carkus                6.20                6.48
Adalberta            Ceberekas             7.80                7.48
Adalberta            Auditera              7.40                7.52
Adalberta            Ceberekas             8.60                8.48
Adalberta            Abaranas              5.40                5.68
Adalberta            Ferdinandas           7.40                7.28
Adalberta            Ferdinandas           7.00                6.68
Adalberta            Donelaitis            5.00                5.00
Adalberta            Donelaitis            6.20                5.96
Adalberta            Farsavicius           5.00                5.20
Adalberta            Ferdinandas           5.40                5.28
Adalberta            Ezynas                7.00                6.56
Adalberta            Ezynas                8.00                7.84
Adalberta            Farsavicius           5.60                5.04
Adalberta            Ochmanas              6.60                6.76
Adalberta            Zabaliuna             6.40                6.08
Adalberta            Ferdinandas           8.20                7.36
Adalberta            Auditera              7.40                7.24
Adalberta            Ecka                  7.20                7.60
Adalberta            Zabaliuna             6.40                5.88
Adalberta            Carkus                6.20                6.20
Adalberta            Carkus                7.60                7.48
Adalberta            Carkauskas            7.00                7.08
Adalberta            Ezynas                7.00                6.64
Adalberta            Ochmanas              5.20                5.32
Adalberta            Ezynas                5.20                5.12
Adalberta            Farsavicius           5.20                5.16
Adalberta            Auditera              6.60                6.36
Adalberta            Zabaliuna             9.00                8.16
Adalberta            Ezynas                8.20                8.20
Adalberta            Jablanskas            6.00                6.08
Adalberta            Ecka                  5.80                6.00
Adalberta            Auditera              6.60                6.76
Adalberta            Ezynas                5.20                6.00
Adalberta            Zabaliuna             5.60                5.60
Adalberta            Auditera              5.60                5.80
Adalberta            Ezynas                7.20                7.08
Adalberta            Carkauskas            7.20                6.80
Adalberta            Ezynas                5.40                5.96
Adalberta            Ecka                  6.00                6.12
Adalberta            Farsavicius           7.60                7.56
Adalberta            Ochmanas              7.00                6.80
Adalberta            Ferdinandas           6.00                6.64
Adalberta            Ochmanas              5.40                6.00
Adalberta            Fabricijus            6.40                6.24
Adalberta            Farsavicius           7.80                7.88
Adalberta            Farsavicius           8.00                8.08
Adalberta            Ecka                  5.20                5.76
Adalberta            Ferdinandas           6.00                6.48
Adalberta            Donelaitis            6.20                5.96
Adalberta            Jablanskas            5.60                5.88
Adalberta            Zabaliuna             8.00                7.96
Adalberta            Farsavicius           8.80                8.72
Adalberta            Zabaliuna             8.80                8.40
Adalberta            Fabricijus            6.80                7.12
Adalberta            Auditera              5.80                6.12
Adalberta            Donelaitis            6.40                6.88
Adalberta            Ochmanas              4.80                5.24
Adalberta            Ceberekas             6.40                6.08
Adalberta            Abaranas              8.00                8.28
Adalberta            Fabricijus            5.60                5.20
Adalberta            Ochmanas              5.20                5.40
Adalberta            Auditera              6.60                6.28
Adalberta            Abaranas              5.20                5.56
Adalberta            Abaranas              8.20                8.20
Adalberta            Ferdinandas           7.60                7.84
Adalberta            Fabricijus            8.00                8.00
Adalberta            Ecka                  7.20                7.60
Adalberta            Ceberekas             5.20                5.40
Adalberta            Ferdinandas           6.60                6.56
Adalberta            Ezynas                6.80                6.24
Adalberta            Farsavicius           8.00                7.84
Adalberta            Ceberekas             8.40                7.84
Adalberta            Donelaitis            8.00                7.44
Adalberta            Ezynas                7.60                7.56
Adalberta            Fabricijus            8.20                7.96
Adalberta            Fenclavas             7.00                7.52
Adalberta            Fabricijus            6.20                6.56
Adalberta            Auditera              8.80                8.76
Adalberta            Carkauskas            6.00                5.80
Adalberta            Ecka                  7.80                7.92
Adalberta            Zabaliuna             7.40                7.48
Adalberta            Donelaitis            6.80                5.76
Adalberta            Abaranas              6.20                6.12
Adalberta            Ecka                  8.40                7.68
Adalberta            Ezynas                7.60                7.40
Adalberta            Auditera              5.40                5.56
Adalberta            Abaranas              7.00                7.48
Adalberta            Ceberekas             5.40                6.00
Adalberta            Ezynas                8.40                8.08
Adalberta            Carkauskas            6.60                6.76
Adalberta            Ceberekas             7.40                7.48
Adalberta            Auditera              6.40                6.72
Adalberta            Ezynas                8.40                7.92
Adalberta            Donelaitis            6.00                5.80
Adalberta            Carkus                6.40                5.68
Adalberta            Ceberekas             5.40                5.56
Adalberta            Ecka                  7.40                7.08
Adalberta            Ezynas                6.00                5.60
Adalberta            Ecka                  7.80                7.60
Adalberta            Abaranas              7.40                7.48
Adalberta            Zabaliuna             7.40                7.60
Adalberta            Ferdinandas           7.40                7.68
Adalberta            Auditera              6.60                7.00
Adalberta            Jablanskas            7.20                7.24
Adalberta            Abaranas              7.40                7.04
Adalberta            Ezynas                8.80                8.52
Adalberta            Farsavicius           7.00                7.20
Adalberta            Ecka                  5.00                5.24
Adalberta            Ecka                  7.40                7.80
Adalberta            Ceberekas             6.00                5.72
Adalberta            Ezynas                7.20                7.16
Adalberta            Ezynas                7.80                7.64
Adalberta            Fabricijus            7.00                7.56
Adalberta            Ceberekas             6.80                6.32
Adalberta            Fenclavas             5.20                5.44
Adalberta            Jablanskas            6.40                6.44
Adalberta            Fenclavas             6.80                6.96
Adalberta            Carkus                6.00                5.56
Adalberta            Farsavicius           7.00                7.44
Adalberta            Fenclavas             5.00                5.20
Adalberta            Ceberekas             7.00                6.92
Adalberta            Ochmanas              5.80                6.24
Adalberta            Farsavicius           6.40                6.32
Adalberta            Fabricijus            7.00                7.16
Adalberta            Ecka                  5.20                5.48
Adalberta            Jablanskas            4.80                5.20
Adalberta            Donelaitis            6.00                6.20
Adalberta            Carkus                4.80                5.20
Adalberta            Zabaliuna             5.60                5.60
Adalberta            Donelaitis            7.00                7.32
Adalberta            Donelaitis            7.20                6.64
Adalberta            Ochmanas              5.40                5.64
Adalberta            Ecka                  6.40                6.20
Adalberta            Carkus                5.80                5.40
Adalberta            Ezynas                6.00                6.08
Adalberta            Jablanskas            7.00                6.84
Adalberta            Carkauskas            5.00                5.16
Adalberta            Ochmanas              8.20                7.96
Adalberta            Ochmanas              5.40                5.40
Adalberta            Donelaitis            6.60                6.12
Adalberta            Carkauskas            6.40                6.24
Adalberta            Donelaitis            6.20                6.52
Adalberta            Carkus                6.60                6.48
Adalberta            Jablanskas            6.60                6.64
Adalberta            Jablanskas            5.00                5.28
Adalberta            Ceberekas             7.60                7.80
Adalberta            Zabaliuna             5.80                6.08
Adalberta            Auditera              7.40                7.40
Adalberta            Ferdinandas           6.60                6.32
Adalberta            Ochmanas              6.20                5.48
Adalberta            Donelaitis            6.00                6.00
Adalberta            Farsavicius           6.80                6.68
Adalberta            Carkauskas            4.80                5.24
Adalberta            Ecka                  9.00                9.00
Adalberta            Zabaliuna             7.60                7.64
Adalberta            Carkauskas            7.60                7.56
Adalberta            Ceberekas             5.40                5.56
Adalberta            Abaranas              5.00                5.08
Adalberta            Abaranas              5.60                5.28
Adalberta            Fenclavas             7.60                6.96
Adalberta            Ochmanas              4.80                5.20
Adalberta            Jablanskas            5.40                5.52
Adalberta            Zabaliuna             7.80                7.96
Adalberta            Ceberekas             5.60                5.68
Adalberta            Ezynas                5.00                5.00
Adalberta            Ceberekas             5.20                5.36
Adalberta            Zabaliuna             8.60                8.52
Adalberta            Carkus                6.80                6.44
Adalberta            Ezynas                7.20                7.24
Adalberta            Carkauskas            7.40                7.56
Adalberta            Fabricijus            7.60                6.92
Adalberta            Ochmanas              5.20                5.00
Adalberta            Auditera              6.80                6.64
Adalberta            Zabaliuna             5.40                5.44
Adalberta            Ezynas                6.20                6.16
Adalberta            Fabricijus            7.40                7.52
Adalberta            Ferdinandas           7.60                6.64
Adalberta            Ceberekas             5.20                5.08
Adalberta            Jablanskas            6.20                6.60
Adalberta            Ecka                  6.80                6.84
Adalberta            Auditera              5.40                5.76
Adalberta            Fabricijus            6.00                6.44
Adalberta            Fenclavas             6.60                6.80
Adalberta            Fenclavas             5.60                5.52
Adalberta            Ochmanas              7.80                7.44
Adalberta            Ochmanas              6.60                6.68
Adalberta            Ceberekas             8.20                7.80
Adalberta            Carkauskas            4.60                5.12
Adalberta            Farsavicius           6.00                5.68
Adalberta            Carkus                8.80                8.60
Adalberta            Ferdinandas           5.60                5.72
Adalberta            Zabaliuna             8.20                8.00
Adalberta            Farsavicius           5.40                5.04
Adalberta            Fenclavas             4.80                5.20
Adalberta            Fabricijus            5.40                5.40
Adalberta            Zabaliuna             6.60                7.04
Adalberta            Fenclavas             7.00                7.64
Adalberta            Ezynas                7.80                7.68
Adalberta            Donelaitis            6.00                6.00
Adalberta            Fabricijus            7.80                7.84
Adalberta            Abaranas              7.00                7.20
Adalberta            Carkauskas            6.00                5.88
Adalberta            Ezynas                7.00                6.64
Adalberta            Carkus                6.80                7.08
Adalberta            Donelaitis            6.40                5.72
Adalberta            Carkauskas            8.80                8.44
Adalberta            Abaranas              8.60                8.16
Adalberta            Donelaitis            6.40                6.44
Adalberta            Fenclavas             5.20                5.00
Adalberta            Ochmanas              7.20                7.44
Adalberta            Ecka                  8.40                8.36
Adalberta            Zabaliuna             5.00                5.12
Adalberta            Fabricijus            6.40                6.28
Adalberta            Carkauskas            7.40                7.72
Adalberta            Zabaliuna             7.40                7.88
Adalberta            Fabricijus            8.60                8.28
Adalberta            Donelaitis            5.20                5.52
Adalberta            Ezynas                4.80                5.24
Adalberta            Carkauskas            7.00                7.28
Adalberta            Ecka                  9.20                8.84
Adalberta            Ecka                  5.80                5.40
Adalberta            Ochmanas              7.40                7.12
Adalberta            Carkauskas            7.40                7.64
Adalberta            Ecka                  5.20                5.56
Adalberta            Ecka                  8.00                7.76
Adalberta            Carkauskas            7.00                7.04
Adalberta            Ochmanas              6.60                6.88
Adalberta            Auditera              6.80                6.72
Adalberta            Fenclavas             6.20                6.68
Adalberta            Ceberekas             6.00                5.92
Adalberta            Auditera              5.00                5.04
Adalberta            Ceberekas             7.60                7.96
Adalberta            Ferdinandas           8.80                8.56
Adalberta            Ezynas                7.20                7.00
Adalberta            Auditera              5.80                6.04
Adalberta            Auditera              7.40                7.28
Adalberta            Jablanskas            6.00                6.08
Adalberta            Auditera              8.20                8.08
Adalberta            Ceberekas             7.00                7.52
Adalberta            Ferdinandas           5.20                5.56
Adalberta            Ceberekas             6.60                6.72
Adalberta            Auditera              6.20                6.48
Adalberta            Zabaliuna             6.20                6.48
Adalberta            Jablanskas            6.00                6.16
Adalberta            Donelaitis            7.40                6.96
Adalberta            Auditera              7.00                6.48
Adalberta            Ferdinandas           6.60                6.64
Adalberta            Farsavicius           5.20                5.20
Adalberta            Ochmanas              5.20                5.40
Adalberta            Ceberekas             8.20                7.68
Adalberta            Donelaitis            6.80                6.84
Adalberta            Abaranas              7.00                7.00
Adalberta            Carkauskas            6.60                6.24
Adalberta            Fabricijus            5.40                5.84
Adalberta            Carkus                6.40                6.44
Adalberta            Fabricijus            5.40                5.88
Adalberta            Ferdinandas           6.40                6.72
Adalberta            Ezynas                6.60                6.32
Adalberta            Jablanskas            6.40                6.32
Adalberta            Auditera              5.20                5.64
Adalberta            Carkus                6.80                7.20
Adalberta            Farsavicius           8.00                8.00
Adalberta            Carkauskas            6.60                6.16
Adalberta            Donelaitis            8.40                8.20
Adalberta            Carkauskas            6.60                6.40
Adalberta            Fabricijus            6.20                6.16
Adalberta            Ferdinandas           7.40                7.72
Adalberta            Ezynas                5.80                5.60
Adalberta            Zabaliuna             6.60                7.00
Adalberta            Farsavicius           5.60                5.52
Adalberta            Ezynas                5.60                5.56
Adalberta            Farsavicius           5.60                5.64
Adalberta            Carkauskas            7.00                7.44
Adalberta            Fenclavas             7.00                6.96
Adalberta            Ezynas                6.80                6.88
Adalberta            Carkus                6.00                6.00
Adalberta            Ferdinandas           7.40                7.48
Adalberta            Fenclavas             5.00                5.24
Adalberta            Farsavicius           7.00                6.64
Adalberta            Fenclavas             5.40                5.16
Adalberta            Carkus                7.80                8.00
Adalberta            Ferdinandas           5.20                5.12
Adalberta            Donelaitis            7.20                6.84
Adalberta            Ecka                  6.60                7.24
Adalberta            Ezynas                6.00                5.60
Adalberta            Fabricijus            6.00                5.76
Adalberta            Ezynas                5.60                5.28
Adalberta            Carkus                6.20                6.96
Adalberta            Ecka                  8.60                8.12
Adalberta            Ferdinandas           6.00                5.96
Adalberta            Fabricijus            8.80                8.04
Adalberta            Fabricijus            6.80                7.04
Adalberta            Zabaliuna             7.00                6.60
Adalberta            Farsavicius           6.80                6.80
Adalberta            Ceberekas             6.00                6.36
Adalberta            Fabricijus            5.20                5.40
Adalberta            Ecka                  6.60                6.52
Adalberta            Ecka                  5.60                5.72
Adalberta            Ochmanas              8.40                7.84
Adalberta            Fenclavas             6.60                6.68
Adalberta            Abaranas              6.80                7.04
Adalberta            Carkauskas            6.60                6.68
Adalberta            Farsavicius           7.40                7.64
Adalberta            Jablanskas            7.60                7.52
Adalberta            Auditera              6.00                5.80
Adalberta            Ecka                  6.80                6.80
Adalberta            Abaranas              7.40                7.64
Adalberta            Carkus                6.40                6.76
Adalberta            Ezynas                7.00                7.20
Adalberta            Jablanskas            6.80                6.44
Adalberta            Ochmanas              5.80                5.96
Adalberta            Abaranas              5.60                6.20
Adalberta            Ochmanas              7.60                7.92
Adalberta            Ceberekas             5.20                5.24
Adalberta            Carkus                5.00                5.20
Adalberta            Fabricijus            6.60                6.60
Adalberta            Donelaitis            6.20                5.84
Adalberta            Ochmanas              5.80                5.68
Adalberta            Abaranas              4.60                5.24
Adalberta            Ochmanas              6.60                6.60
Adalberta            Farsavicius           5.00                5.16
Adalberta            Fenclavas             7.20                7.12
Adalberta            Fabricijus            5.80                5.92
Adalberta            Ochmanas              5.00                5.12
Adalberta            Fenclavas             8.00                8.08
Adalberta            Ochmanas              6.60                6.76
Adalberta            Donelaitis            6.00                6.72
Adalberta            Ferdinandas           7.40                7.44
Adalberta            Fabricijus            6.40                6.08
Adalberta            Carkus                6.00                5.92
Adalberta            Zabaliuna             5.20                5.60
Adalberta            Farsavicius           9.00                8.56
Adalberta            Donelaitis            7.80                7.96
Adalberta            Farsavicius           5.80                5.64
Adalberta            Fabricijus            5.20                5.20
Adalberta            Ferdinandas           6.60                6.56
Adalberta            Ecka                  7.40                7.56
Adalberta            Zabaliuna             7.60                7.04
Adalberta            Donelaitis            5.00                5.20
Adalberta            Auditera              5.60                6.16
Adalberta            Fabricijus            6.00                6.20
Adalberta            Jablanskas            7.40                7.44
Adalberta            Fabricijus            5.60                5.72
Adalberta            Ezynas                6.40                6.28
Adalberta            Carkus                7.60                7.76
Adalberta            Carkus                5.80                5.96
Adalberta            Farsavicius           7.60                7.56
Adalberta            Farsavicius           8.00                8.12
Adalberta            Carkauskas            5.60                5.68
Adalberta            Abaranas              6.40                6.60
Adalberta            Jablanskas            7.20                7.36
Adalberta            Fabricijus            7.20                6.96
Adalberta            Jablanskas            6.00                5.56
Adalberta            Zabaliuna             8.00                7.72
Adalberta            Abaranas              6.60                6.76
Adalberta            Ochmanas              7.60                7.84
Adalberta            Ferdinandas           6.40                6.44
Adalberta            Donelaitis            8.60                8.68
Adalberta            Fabricijus            6.60                7.04
Adalberta            Ochmanas              6.80                6.40
Adalberta            Ecka                  6.60                6.68
Adalberta            Donelaitis            4.80                5.00
Adalberta            Ezynas                7.20                7.24
Adalberta            Zabaliuna             7.20                6.84
Adalberta            Carkus                7.80                7.64
Adalberta            Ferdinandas           5.20                5.48
Adalberta            Ferdinandas           8.40                8.08
Adalberta            Ecka                  8.40                8.44
Adalberta            Donelaitis            5.60                6.24
Adalberta            Ferdinandas           7.20                7.16
Adalberta            Farsavicius           7.20                7.44
Adalberta            Ezynas                7.80                7.96
Adalberta            Jablanskas            6.00                6.24
Adalberta            Carkauskas            5.00                5.28
Adalberta            Fenclavas             7.20                7.24
Adalberta            Carkauskas            7.60                7.52
Adalberta            Ceberekas             5.80                5.56
Adalberta            Donelaitis            5.60                5.88
Adalberta            Jablanskas            5.60                5.00
Adalberta            Zabaliuna             7.80                7.84
Adalberta            Fenclavas             6.60                6.36
Adalberta            Ochmanas              6.60                6.32
Adalberta            Jablanskas            6.00                6.20
Adalberta            Ezynas                6.40                7.04
Adalberta            Ferdinandas           5.00                5.32
Adalberta            Auditera              8.80                8.32
Adalberta            Carkauskas            6.00                6.04
Adalberta            Fabricijus            7.00                6.80
Adalberta            Donelaitis            5.20                5.04
Adalberta            Ecka                  7.20                7.32
Adalberta            Zabaliuna             5.00                5.12
Adalberta            Carkauskas            7.80                7.40
Adalberta            Fenclavas             5.40                5.80
Adalberta            Ezynas                6.60                6.60
Adalberta            Donelaitis            5.40                5.52
Adalberta            Auditera              7.20                7.56
Adalberta            Auditera              6.60                6.68
Adalberta            Donelaitis            6.80                6.40
Adalberta            Ecka                  8.00                7.72
Adalberta            Jablanskas            8.00                7.88
Adalberta            Zabaliuna             4.80                5.24
Adalberta            Farsavicius           7.60                7.40
Adalberta            Fenclavas             5.80                6.04
Adalberta            Donelaitis            8.20                8.12
Adalberta            Zabaliuna             5.80                5.08
Adalberta            Abaranas              6.80                6.36
Adalberta            Farsavicius           5.40                6.04
Adalberta            Ochmanas              7.80                7.92
Adalberta            Ezynas                5.20                5.20
Adalberta            Carkus                5.60                5.60
Adalberta            Ferdinandas           5.60                5.44
Adalberta            Farsavicius           5.40                5.36
Adalberta            Ezynas                5.00                5.28
Adalberta            Fabricijus            6.60                6.76
Adalberta            Fabricijus            6.80                6.60
Adalberta            Farsavicius           5.60                5.08
Adalberta            Ochmanas              6.40                6.52
Adalberta            Ecka                  6.60                6.52
Adalberta            Carkus                5.40                5.36
Adalberta            Ochmanas              6.40                6.44
Adalberta            Ceberekas             7.20                6.92
Adalberta            Auditera              8.00                7.88
Adalberta            Ecka                  7.20                7.00
Adalberta            Ochmanas              8.20                8.04
Adalberta            Auditera              5.80                5.96
Adalberta            Abaranas              5.60                5.48
Adalberta            Fabricijus            5.40                5.28
Adalberta            Ecka                  7.20                7.20
Adalberta            Farsavicius           7.80                7.64
Adalberta            Ezynas                9.00                8.52
Adalberta            Ecka                  6.00                6.52
Adalberta            Ochmanas              5.20                5.28
Adalberta            Zabaliuna             5.40                5.32
Adalberta            Ferdinandas           8.20                7.76
Adalberta            Auditera              5.80                5.24
Adalberta            Ceberekas             8.00                7.84
Adalberta            Ochmanas              5.60                5.36
Adalberta            Farsavicius           5.00                5.28
Adalberta            Ferdinandas           5.60                5.32
Adalberta            Ecka                  8.20                7.92
Adalberta            Abaranas              8.40                7.84
Adalberta            Carkus                5.60                5.24
Adalberta            Farsavicius           7.20                7.32
Adalberta            Fabricijus            5.20                5.20
Adalberta            Ferdinandas           5.00                5.36
Adalberta            Carkauskas            7.20                7.36
Adalberta            Abaranas              5.20                5.52
Adalberta            Carkauskas            5.40                5.36
Adalberta            Abaranas              5.60                6.04
Adalberta            Fenclavas             6.60                6.80
Adalberta            Ecka                  5.40                6.08
Adalberta            Carkauskas            5.80                5.92
Adalberta            Carkus                4.60                5.08
Adalberta            Carkus                5.60                5.44
Adalberta            Carkus                7.40                7.32
Adalberta            Fabricijus            7.40                7.32
Adalberta            Auditera              5.20                5.12
Adalberta            Jablanskas            7.60                7.92
Adalberta            Carkauskas            4.80                5.12
Adalberta            Fabricijus            5.40                5.12
Adalberta            Zabaliuna             7.40                7.16
Adalberta            Abaranas              5.40                5.40
Adalberta            Ecka                  7.40                7.48
Adalberta            Ezynas                4.80                5.08
Adalberta            Auditera              8.00                8.16
Adalberta            Jablanskas            6.00                6.20
Adalberta            Zabaliuna             6.80                7.04
Adalberta            Abaranas              6.20                6.76
Adalberta            Donelaitis            5.00                5.40
Adalberta            Farsavicius           6.40                6.24
Adalberta            Auditera              6.80                6.60
Adalberta            Fabricijus            5.00                5.04
Adalberta            Ecka                  5.20                5.08
Adalberta            Ezynas                7.00                6.76
Adalberta            Ferdinandas           8.60                8.12
Adalberta            Carkus                6.00                6.52
Adalberta            Fenclavas             7.60                7.40
Adalberta            Ochmanas              7.80                8.04
Adalberta            Ferdinandas           6.80                6.20
Adalberta            Farsavicius           7.20                7.20
Adalberta            Fabricijus            5.40                5.56
Adalberta            Ezynas                7.00                6.88
Adalberta            Carkus                5.80                5.36
Adalberta            Farsavicius           6.80                6.64
Adalberta            Zabaliuna             6.00                6.28
Adalberta            Ezynas                5.80                5.64
Adalberta            Fabricijus            7.20                7.08
Adalberta            Jablanskas            6.40                6.36
Adalberta            Auditera              6.60                7.04
Adalberta            Fenclavas             4.80                5.16
Adalberta            Fenclavas             7.40                7.28
Adalberta            Ceberekas             6.80                6.88
Adalberta            Abaranas              6.20                6.36
Adalberta            Fenclavas             5.20                5.20
Adalberta            Farsavicius           6.80                6.80
Adalberta            Ochmanas              5.80                5.44
Adalberta            Donelaitis            5.00                5.00
Adalberta            Ecka                  4.80                5.08
Adalberta            Farsavicius           6.80                6.68
Adalberta            Ecka                  7.20                7.12
Adalberta            Ceberekas             6.40                7.08
Adalberta            Auditera              8.00                7.60
Adalberta            Abaranas              5.20                5.20
Adalberta            Carkus                7.00                6.68
Adalberta            Fabricijus            5.60                5.40
Adalberta            Zabaliuna             8.60                8.00
Adalberta            Donelaitis            8.00                7.68
Adalberta            Donelaitis            5.20                5.36
Adalberta            Carkauskas            7.20                7.12
Adalberta            Ecka                  6.20                6.12
Adalberta            Ecka                  6.80                7.16
Adalberta            Fabricijus            6.20                6.16
Adalberta            Farsavicius           7.60                7.60
Adalberta            Auditera              6.40                6.20
Adalberta            Carkauskas            6.00                6.12
Adalberta            Zabaliuna             6.20                6.68
Adalberta            Abaranas              8.60                8.24
Adalberta            Ferdinandas           6.20                6.00
Adalberta            Abaranas              7.00                6.80
Adalberta            Jablanskas            6.20                5.60
Adalberta            Ezynas                7.80                7.44
Adalberta            Carkus                6.00                6.04
Adalberta            Carkauskas            6.80                6.64
Adalberta            Zabaliuna             5.60                5.40
Adalberta            Farsavicius           8.20                8.04
Adalberta            Ezynas                5.40                5.16
Adalberta            Zabaliuna             7.80                8.04
Adalberta            Ezynas                5.80                6.28
Adalberta            Fenclavas             6.80                6.48
Adalberta            Ezynas                5.80                5.64
Adalberta            Ceberekas             5.00                5.20
Adalberta            Carkauskas            6.20                6.32
Adalberta            Ezynas                6.20                6.36
Adalberta            Farsavicius           9.00                8.52
Adalberta            Fabricijus            8.00                8.20
Adalberta            Farsavicius           6.80                6.88
Adalberta            Auditera              8.20                7.72
Adalberta            Auditera              6.60                6.52
Adalberta            Fenclavas             5.20                5.12
Adalberta            Auditera              6.40                6.68
Adalberta            Ecka                  8.40                8.20
Adalberta            Jablanskas            5.80                5.84
Adalberta            Ferdinandas           6.60                6.32
Adalberta            Fabricijus            8.20                8.08
Adalberta            Fabricijus            6.40                6.76
Adalberta            Carkus                6.20                6.52
Adalberta            Ecka                  6.20                6.08
Adalberta            Fenclavas             5.40                5.20
Adalberta            Fenclavas             5.00                5.20
Adalberta            Ferdinandas           6.80                7.00
Adalberta            Jablanskas            5.40                5.04
Adalberta            Carkus                6.80                7.28
Adalberta            Carkauskas            6.60                6.88
Adalberta            Auditera              6.80                7.08
Adalberta            Jablanskas            5.80                5.96
Adalberta            Ceberekas             6.20                6.04
Adalberta            Carkauskas            6.40                6.12
Adalberta            Donelaitis            5.40                5.68
Adalberta            Ezynas                5.20                5.76
Adalberta            Ecka                  7.80                7.40
Adalberta            Ezynas                5.60                6.00
Adalberta            Auditera              7.40                7.32
Adalberta            Ochmanas              6.20                6.28
Adalberta            Carkus                5.20                5.48
Adalberta            Ochmanas              7.80                7.72
Adalberta            Ecka                  6.20                6.32
Adalberta            Abaranas              6.80                6.56
Adalberta            Ceberekas             5.60                6.04
Adalberta            Auditera              6.00                5.92
Adalberta            Zabaliuna             5.20                5.24
Adalberta            Fenclavas             6.80                6.52
Adalberta            Jablanskas            6.20                6.32
Adalberta            Fabricijus            8.00                8.00
Adalberta            Donelaitis            5.80                5.72
Adalberta            Ferdinandas           5.00                5.04
Adalberta            Fenclavas             6.60                7.00
Adalberta            Ochmanas              5.20                5.36
Adalberta            Auditera              5.80                5.96
Adalberta            Donelaitis            6.20                6.48
Adalberta            Abaranas              5.00                5.00
Adalberta            Jablanskas            8.20                8.20
Adalberta            Ferdinandas           6.60                6.72
Adalberta            Ferdinandas           7.00                6.36
Adalberta            Ceberekas             5.80                5.92
Adalberta            Farsavicius           6.20                6.40
Adalberta            Abaranas              8.00                8.24
Adalberta            Ceberekas             7.40                7.72
Adalberta            Fenclavas             6.20                6.36
Adalberta            Ochmanas              9.00                8.48
Adalberta            Auditera              6.40                6.52
Adalberta            Donelaitis            6.60                6.80
Adalberta            Carkauskas            8.20                8.16
Adalberta            Ferdinandas           5.80                5.92
Adalberta            Carkauskas            8.00                8.12
Adalberta            Fenclavas             7.40                7.48
Adalberta            Ferdinandas           6.60                7.04
Adalberta            Jablanskas            5.20                5.36
Adalberta            Ceberekas             7.00                6.68
Adalberta            Abaranas              6.40                6.20
Adalberta            Donelaitis            8.60                8.16
Adalberta            Carkauskas            7.40                7.32
Adalberta            Ferdinandas           7.20                7.52
Adalberta            Ferdinandas           4.60                5.12
Adalberta            Ceberekas             7.60                7.32
Adalberta            Abaranas              6.00                6.12
Adalberta            Carkauskas            5.40                5.64
Adalberta            Auditera              7.80                7.84
Adalberta            Farsavicius           8.20                8.16
Adalberta            Farsavicius           6.80                6.52
Adalberta            Ochmanas              7.80                7.88
Adalberta            Jablanskas            8.20                8.08
Adalberta            Jablanskas            6.20                6.16
Adalberta            Fabricijus            7.60                8.00
Adalberta            Jablanskas            5.80                5.56
Adalberta            Ecka                  5.40                5.52
Adalberta            Ezynas                4.80                5.36
Adalberta            Ecka                  6.20                6.12
Adalberta            Abaranas              7.80                7.80
Adalberta            Ochmanas              8.20                7.92
Adalberta            Ceberekas             5.80                6.12
Adalberta            Zabaliuna             8.00                7.64
Adalberta            Ceberekas             8.60                8.48
Adalberta            Ochmanas              7.80                7.84
Adalberta            Fabricijus            5.20                5.60
Adalberta            Jablanskas            7.80                7.72
Adalberta            Abaranas              6.20                5.96
Adalberta            Carkus                6.80                6.84
Adalberta            Jablanskas            7.00                6.40
Adalberta            Zabaliuna             5.40                5.16
Adalberta            Ferdinandas           6.80                7.08
Adalberta            Jablanskas            8.20                8.40
Adalberta            Fabricijus            8.40                8.00
Adalberta            Auditera              6.80                6.44
Adalberta            Ecka                  6.60                6.88
Adalberta            Auditera              8.60                8.44
Adalberta            Ferdinandas           7.00                6.88
Adalberta            Carkauskas            7.60                7.12
Adalberta            Carkus                8.60                8.76
Adalberta            Ecka                  7.20                7.48
